acinum,year,loc1,loc2,time02,time04,time06,time08,time10,time12,time14,time16,time18,time20,time22,22~24
778,2010,경기,부천시,4,3,7,27,29,14,24,33,41,41,36,17
779,2010,경기,안산시,2,1,3,26,12,9,17,19,18,23,23,9
780,2010,경기,평택시,1,,1,7,8,12,8,7,7,15,7,4
781,2010,경기,광명시,2,,2,4,7,7,3,5,7,7,5,3
782,2010,경기,구리시,,1,1,2,6,4,10,6,11,6,6,4
783,2010,경기,양주시,1,,,1,,4,4,3,7,4,4,
784,2010,경기,여주시,,,1,,2,3,2,1,5,3,1,2
785,2010,경기,화성시,,,,13,4,5,3,10,10,8,6,5
786,2010,경기,시흥시,2,3,,9,16,9,5,12,14,20,6,4
787,2010,경기,파주시,2,,,5,2,3,4,4,4,7,3,
788,2010,경기,고양시,8,2,7,13,38,19,24,32,36,32,26,16
789,2010,경기,광주시,3,,,2,2,3,1,5,3,5,3,3
790,2010,경기,연천군,,,,,,,1,,1,1,,
791,2010,경기,포천시,,,,,3,,2,3,2,7,1,2
792,2010,경기,가평군,,,,,2,2,1,1,4,4,1,2
793,2010,경기,양평군,,,,,3,2,2,5,2,,2,1
794,2010,경기,이천시,1,1,1,1,1,2,1,3,4,5,2,1
795,2010,경기,용인시,,,5,4,10,7,5,11,10,18,10,3
796,2010,경기,안성시,1,,1,,2,2,5,4,8,8,2,2
797,2010,경기,김포시,,,3,3,6,5,5,3,4,6,,3
798,2010,경기,동두천시,,,,5,1,1,10,1,7,4,2,1
799,2010,경기,과천시,,,,,,,3,2,1,2,4,1
800,2010,경기,군포시,2,,1,4,7,1,,3,4,9,1,1
801,2010,경기,남양주시,,,,7,4,2,4,7,7,2,3,
802,2010,경기,오산시,,,,2,4,3,1,1,2,3,10,2
803,2010,경기,의왕시,1,,,3,4,4,2,2,2,6,3,4
804,2010,경기,하남시,,,1,1,13,7,8,14,10,5,3,7
805,2010,강원,춘천시,2,2,2,12,16,6,10,19,22,14,13,5
806,2010,강원,원주시,2,,2,6,13,9,7,15,11,10,13,2
807,2010,강원,동해시,,,,,2,,1,3,5,4,1,
808,2010,강원,강릉시,,,,4,7,9,10,5,14,7,4,3
809,2010,강원,속초시,,,,,2,6,4,8,1,2,1,2
810,2010,강원,태백시,,,,,4,2,,1,1,,,
811,2010,강원,삼척시,,,,1,3,,1,4,2,3,1,
812,2010,강원,홍천군,1,,,,3,2,,3,2,,3,
813,2010,강원,횡성군,1,,,1,,,2,,,4,2,
814,2010,강원,영월군,,,,,,,1,,,,,
815,2010,강원,평창군,,,,1,2,,,,1,2,,1
816,2010,강원,정선군,,,,,,,,1,,,1,
817,2010,강원,철원군,,,,,3,,,,,3,,
818,2010,강원,화천군,,,,1,,,1,1,,,,
819,2010,강원,양구군,,,,,2,1,,,1,1,,
820,2010,강원,인제군,,,,,,,,,,,,
821,2010,강원,고성군,,,,,,1,,1,,1,,
822,2010,강원,양양군,,,,,,,,,1,2,1,
823,2010,충북,청주시,7,3,4,24,37,28,19,29,52,35,28,13
824,2010,충북,충주시,1,1,1,3,9,10,5,20,14,15,8,4
825,2010,충북,제천시,1,,2,1,5,2,2,4,3,7,2,
826,2010,충북,청원군,,,,,2,3,5,4,6,5,5,2
827,2010,충북,보은군,,,,1,,,2,1,3,2,3,
828,2010,충북,옥천군,,,,,,2,2,2,2,2,1,
829,2010,충북,영동군,,,,,7,,2,4,1,4,1,1
830,2010,충북,진천군,,,,,2,2,2,1,1,1,,
831,2010,충북,괴산군,,,,,,1,1,,,,,
832,2010,충북,음성군,,,,2,2,3,,3,3,3,2,
833,2010,충북,단양군,,,,,,,1,,1,,,
834,2010,충북,증평군,,,,1,1,,,,1,6,1,
835,2010,충남,천안시,1,1,1,5,7,10,9,6,21,9,14,8
836,2010,충남,아산시,,,,2,3,,3,3,3,6,1,
837,2010,충남,보령시,,,1,,4,6,4,3,4,7,3,1
838,2010,충남,공주시,,,,2,2,2,1,4,4,4,4,
839,2010,충남,서산시,,,,1,6,3,4,4,6,7,4,2
840,2010,충남,금산군,,,1,1,2,1,2,,,2,,
841,2010,충남,태안군,,,,,1,1,1,1,1,1,1,
842,2010,충남,연기군,,,2,2,2,3,4,4,3,5,,
843,2010,충남,논산시,,,,3,3,6,6,,8,9,4,
844,2010,충남,부여군,,1,,3,2,1,4,4,7,3,1,1
845,2010,충남,서천군,,,,1,4,3,2,3,3,4,1,1
846,2010,충남,청양군,,,,,2,3,2,3,1,1,,
847,2010,충남,홍성군,,,1,,3,4,2,1,6,7,3,1
848,2010,충남,예산군,,,,,,2,5,1,2,5,,
849,2010,충남,당진시,,,1,,2,,,1,,3,,
850,2010,충남,계룡시,,,,1,,,1,,1,1,,1
851,2010,전북,전주시,5,2,6,17,27,18,20,28,24,44,13,17
852,2010,전북,군산시,3,,2,6,12,13,12,15,21,29,11,8
853,2010,전북,정읍시,,,3,2,10,2,9,5,8,6,6,3
854,2010,전북,남원시,,,1,4,8,7,8,9,6,10,3,
855,2010,전북,김제시,1,,,5,2,5,3,,5,5,4,1
856,2010,전북,완주군,,,,5,4,2,,4,1,,,
857,2010,전북,진안군,,,,,1,,1,,2,,,
858,2010,전북,무주군,,,,1,,,,,,,,
859,2010,전북,장수군,,,,1,,1,,1,1,,,
860,2010,전북,임실군,,,,1,,,1,1,,1,,
861,2010,전북,순창군,,,,,1,,2,2,1,,,
862,2010,전북,고창군,,,,1,2,2,2,,2,1,1,
863,2010,전북,부안군,,,,1,4,3,2,1,2,2,1,
864,2010,전북,익산시,2,,1,11,17,13,6,11,18,18,9,6
865,2010,전남,목포시,1,,4,8,12,12,10,6,12,16,5,4
866,2010,전남,여수시,1,,2,2,6,3,2,2,7,4,1,3
867,2010,전남,순천시,1,,,5,8,3,7,12,8,12,7,
868,2010,전남,나주시,,,,2,3,3,5,5,5,8,,
869,2010,전남,광양시,,,,5,4,,3,2,9,6,4,6
870,2010,전남,담양군,,,,,1,2,,4,3,,2,
871,2010,전남,곡성군,,,,1,,1,2,,3,,,
872,2010,전남,구례군,,,,,,1,3,,3,4,2,1
873,2010,전남,고흥군,,,,1,1,2,,4,1,1,,
874,2010,전남,보성군,1,,,,1,3,,,1,,,1
875,2010,전남,화순군,,,,,1,2,,3,2,1,,
876,2010,전남,장흥군,,,,1,1,2,1,2,2,,1,1
877,2010,전남,강진군,,,,,1,2,1,1,3,2,4,
878,2010,전남,해남군,,,,,2,,2,1,2,1,,
879,2010,전남,영암군,1,,,2,1,2,2,1,2,2,1,3
880,2010,전남,무안군,,,,2,,,1,1,1,,1,
881,2010,전남,함평군,1,,,,1,,1,1,4,2,,
882,2010,전남,영광군,,,,,,,,1,1,3,,
883,2010,전남,장성군,,,,,1,1,2,2,2,1,2,
884,2010,전남,완도군,,,,,1,,,,,,,
885,2010,전남,진도군,,,,1,,,1,2,,2,1,
886,2010,전남,신안군,,,,,,,1,,1,,,
887,2010,경북,포항시,2,2,5,20,26,19,17,22,40,39,22,16
888,2010,경북,경주시,3,,3,13,22,14,16,15,22,31,16,11
889,2010,경북,김천시,,1,2,2,7,6,3,10,8,9,2,2
890,2010,경북,안동시,1,,3,2,8,6,7,6,4,9,5,2
891,2010,경북,구미시,1,,2,18,21,6,12,12,15,23,18,6
892,2010,경북,영주시,,1,,1,14,11,6,8,13,8,6,2
893,2010,경북,영천시,,,,7,3,4,4,5,9,5,3,1
894,2010,경북,문경시,,,,,1,4,3,5,6,4,,
895,2010,경북,상주시,,1,1,1,10,6,7,8,10,10,9,2
896,2010,경북,군위군,,,,,2,3,1,,2,1,1,
897,2010,경북,의성군,,,,,,1,3,3,3,2,,
898,2010,경북,청송군,,,,,,,,1,,1,,
899,2010,경북,영양군,,,,,,1,,1,,,1,
900,2010,경북,영덕군,,,,2,,2,2,2,2,3,1,
901,2010,경북,청도군,,,1,,,1,1,1,1,,,
902,2010,경북,고령군,,,,,1,,3,1,3,1,,
903,2010,경북,성주군,,,,,2,,4,1,3,5,2,
904,2010,경북,칠곡군,,,1,1,3,3,1,5,13,3,7,
905,2010,경북,예천군,,,,1,2,1,1,2,1,2,2,
906,2010,경북,봉화군,,,,,4,1,2,,1,1,,
907,2010,경북,울진군,,,,,1,3,2,,1,3,1,
908,2010,경북,울릉군,,,,,,,,,,,,
909,2010,경북,경산시,1,,1,5,5,10,3,15,20,10,9,3
910,2010,경남,마산시,2,,,7,4,3,2,6,6,3,4,2
911,2010,경남,진주시,2,,1,8,8,11,7,10,12,19,9,6
912,2010,경남,창원시,,1,,13,22,10,9,12,15,16,7,8
913,2010,경남,진해시,1,,,2,2,1,,5,2,1,2,
914,2010,경남,통영시,1,,,5,,4,3,4,3,,1,1
915,2010,경남,김해시,1,,1,12,21,11,6,13,21,16,20,3
916,2010,경남,밀양시,,,,1,2,3,4,3,1,3,,1
917,2010,경남,거제시,2,,,13,1,,2,1,4,3,4,4
918,2010,경남,의령군,,,,,,1,2,1,1,1,,
919,2010,경남,함안군,,,,1,1,4,4,2,3,6,,1
920,2010,경남,창녕군,,,,1,2,2,1,2,3,4,,
921,2010,경남,양산시,,,,5,5,2,3,4,15,9,9,2
922,2010,경남,고성군,,,,3,1,,1,1,1,,2,
923,2010,경남,사천시,,,,5,7,4,6,8,9,7,6,3
924,2010,경남,남해군,,,,1,,,1,,,,,
925,2010,경남,하동군,,,,1,,,3,,,1,,1
926,2010,경남,산청군,,,,,,,1,,,2,1,
927,2010,경남,함양군,,,,2,5,1,,,,3,2,
928,2010,경남,거창군,,,,,,2,5,3,6,2,1,1
929,2010,경남,합천군,,,,,1,2,,1,1,1,1,1
930,2010,경남,창원시(통합),2,1,1,14,15,10,9,20,19,29,23,9
931,2010,제주,제주시,1,,3,7,8,11,11,15,17,13,9,5
932,2010,제주,서귀포시,1,,,,2,3,3,,3,3,3,1
933,2011,서울,종로구,3,,1,6,7,4,10,9,11,8,5,5
934,2011,서울,중구,2,2,,2,7,7,4,8,10,5,2,4
935,2011,서울,용산구,1,,,,5,4,6,9,9,8,8,4
936,2011,서울,성동구,1,3,6,7,17,10,5,18,28,25,16,11
937,2011,서울,동대문구,4,6,4,12,25,16,17,38,26,17,22,11
938,2011,서울,성북구,4,3,2,10,15,12,8,6,13,21,8,8
939,2011,서울,도봉구,4,1,5,11,11,14,8,8,12,19,16,5
940,2011,서울,은평구,3,2,3,15,17,13,18,24,17,12,13,15
941,2011,서울,서대문구,2,,1,5,1,4,10,3,7,11,2,6
942,2011,서울,마포구,4,8,7,9,15,12,9,19,10,19,17,6
943,2011,서울,강서구,4,1,11,15,19,10,16,23,19,27,22,16
944,2011,서울,구로구,3,1,2,10,17,9,6,16,17,20,14,11
945,2011,서울,영등포구,7,2,7,18,31,29,22,35,43,37,32,21
946,2011,서울,동작구,,,2,5,9,5,4,13,11,10,6,4
947,2011,서울,관악구,7,2,7,7,11,9,15,8,21,13,13,9
948,2011,서울,강남구,3,1,4,7,19,12,7,17,19,14,14,10
949,2011,서울,강동구,3,7,8,26,29,17,16,20,35,37,21,19
950,2011,서울,송파구,9,6,9,33,29,27,34,45,48,63,25,35
951,2011,서울,서초구,3,1,4,5,11,10,8,11,12,15,6,12
952,2011,서울,양천구,3,2,6,10,31,22,19,29,37,42,17,16
953,2011,서울,중랑구,6,1,7,14,20,10,15,26,28,25,22,12
954,2011,서울,노원구,2,1,6,24,17,22,17,26,34,27,15,15
955,2011,서울,광진구,12,5,3,11,33,11,16,19,21,25,13,22
956,2011,서울,강북구,1,4,2,8,14,10,7,10,18,14,9,4
957,2011,서울,금천구,3,1,2,8,12,17,10,7,12,13,10,7
958,2011,부산,중구,,,,2,,,1,3,1,4,2,
959,2011,부산,서구,,,,1,2,1,1,2,2,1,2,1
960,2011,부산,동구,,,,3,1,1,,1,2,,3,
961,2011,부산,영도구,,,,3,2,,1,2,5,2,,
962,2011,부산,진구,,1,5,2,8,5,5,11,11,5,9,6
963,2011,부산,동래구,3,1,1,6,10,12,8,9,12,10,5,5
964,2011,부산,남구,4,2,2,9,5,1,6,7,14,9,10,3
965,2011,부산,북구,,,1,1,2,1,1,1,4,1,,
966,2011,부산,해운대구,,2,5,4,14,3,8,13,11,12,9,3
967,2011,부산,사하구,2,,1,4,6,5,3,2,3,4,4,4
968,2011,부산,금정구,2,1,,4,12,4,4,9,12,11,6,4
969,2011,부산,강서구,,1,,5,4,3,2,5,6,7,1,
970,2011,부산,연제구,1,,,4,5,9,7,9,12,8,4,3
971,2011,부산,수영구,7,4,2,13,8,6,4,9,8,11,11,8
972,2011,부산,사상구,1,3,,8,13,8,9,4,11,11,8,3
973,2011,부산,기장군,,,,2,1,2,3,2,6,,5,2
974,2011,대구,중구,6,3,4,8,24,22,22,12,14,19,13,5
975,2011,대구,동구,4,,4,16,20,22,18,25,33,24,14,20
976,2011,대구,서구,4,,1,19,30,9,9,21,23,32,23,6
977,2011,대구,남구,2,,1,6,8,10,8,8,11,14,5,9
978,2011,대구,북구,4,,4,24,45,32,31,48,61,54,38,15
979,2011,대구,수성구,4,6,5,26,48,24,19,25,29,46,32,19
980,2011,대구,달서구,7,4,3,38,52,28,37,38,47,60,32,23
981,2011,대구,달성군,1,,2,4,5,5,11,3,13,10,4,3
982,2011,인천,중구,1,,1,2,4,3,5,4,2,3,,1
983,2011,인천,동구,,,1,,5,,1,,2,2,1,1
984,2011,인천,남구,3,,1,8,8,13,6,11,12,12,7,4
985,2011,인천,부평구,6,2,5,20,21,9,26,23,31,18,21,15
986,2011,인천,남동구,3,1,,21,17,6,14,18,21,19,10,8
987,2011,인천,서구,1,,2,8,5,5,5,8,9,5,4,
988,2011,인천,연수구,1,1,1,2,7,9,8,14,23,12,14,8
989,2011,인천,계양구,5,1,2,4,7,4,10,6,9,10,9,3
990,2011,인천,강화군,,,,,2,2,1,1,2,3,,
991,2011,인천,옹진군,,,,,,,2,,1,,,
992,2011,광주,동구,1,,1,1,4,5,3,9,9,7,8,5
993,2011,광주,서구,,,1,7,7,6,8,11,17,22,11,4
994,2011,광주,북구,3,3,4,8,22,8,14,13,19,26,11,11
995,2011,광주,광산구,3,2,,12,16,8,10,15,24,32,21,14
996,2011,광주,남구,2,,,8,9,5,6,6,10,11,5,3
997,2011,대전,동구,3,1,3,11,21,16,13,18,22,14,12,7
998,2011,대전,중구,4,,4,8,22,13,12,15,16,19,5,4
999,2011,대전,서구,3,,6,16,21,12,12,21,15,23,13,8
1000,2011,대전,유성구,,,,5,10,3,4,11,7,11,8,5
1001,2011,대전,대덕구,2,,1,9,6,2,2,2,6,11,5,6
1002,2011,울산,중구,5,,4,8,8,12,8,10,15,12,7,3
1003,2011,울산,남구,2,,7,15,15,6,10,13,12,15,10,9
1004,2011,울산,동구,,,,8,1,,2,,3,9,3,1
1005,2011,울산,북구,2,,,15,9,1,1,9,7,14,3,3
1006,2011,울산,울주군,,,,1,3,4,3,1,7,2,7,
1007,2011,경기,수원시,6,,8,16,28,17,26,21,32,40,22,18
1008,2011,경기,성남시,3,2,5,7,12,8,16,18,15,11,10,1
1009,2011,경기,의정부시,2,2,6,8,14,6,9,14,20,14,13,5
1010,2011,경기,안양시,4,2,5,12,23,15,19,12,23,22,10,13
1011,2011,경기,부천시,11,4,10,28,45,23,22,35,34,38,27,19
1012,2011,경기,안산시,2,1,5,24,36,10,15,16,23,35,18,13
1013,2011,경기,평택시,,1,2,10,7,3,10,10,14,19,9,1
1014,2011,경기,광명시,,,3,2,8,4,8,7,1,9,6,4
1015,2011,경기,구리시,,,,4,5,5,3,9,4,10,4,4
1016,2011,경기,양주시,,,,3,2,2,7,3,7,3,3,2
1017,2011,경기,여주시,,,,,2,1,2,3,2,2,3,
1018,2011,경기,화성시,1,,,9,8,7,3,8,11,9,2,5
1019,2011,경기,시흥시,,,2,8,16,6,6,9,22,14,15,8
1020,2011,경기,파주시,1,,1,1,3,7,4,6,9,6,7,2
1021,2011,경기,고양시,4,4,3,24,25,27,30,37,34,44,21,13
1022,2011,경기,광주시,,,1,3,2,4,4,6,7,7,2,4
1023,2011,경기,연천군,,,,,1,1,2,,1,2,,
1024,2011,경기,포천시,,,2,3,2,2,1,,6,4,1,3
1025,2011,경기,가평군,,,,1,,4,,1,4,1,1,1
1026,2011,경기,양평군,,,,,5,5,3,3,2,3,1,1
1027,2011,경기,이천시,,,,1,3,3,,3,2,7,3,1
1028,2011,경기,용인시,3,3,1,5,7,5,11,13,16,17,9,5
1029,2011,경기,안성시,,1,,5,5,2,2,5,7,2,1,1
1030,2011,경기,김포시,1,1,,,4,5,4,7,3,4,4,1
1031,2011,경기,동두천시,1,,,2,2,3,3,3,5,5,2,2
1032,2011,경기,과천시,,,,,3,1,1,3,3,1,,
1033,2011,경기,군포시,,,2,1,6,2,6,8,8,8,5,1
1034,2011,경기,남양주시,1,,1,1,5,11,6,12,11,5,6,1
1035,2011,경기,오산시,1,1,1,4,2,2,3,2,7,3,2,2
1036,2011,경기,의왕시,,,,3,2,5,2,,3,5,4,5
1037,2011,경기,하남시,,1,,5,5,7,11,10,11,6,3,3
1038,2011,강원,춘천시,1,,1,8,25,10,9,20,22,16,6,12
1039,2011,강원,원주시,,,,10,16,6,18,18,12,23,16,5
1040,2011,강원,동해시,,1,1,1,,,4,3,4,5,3,
1041,2011,강원,강릉시,1,1,3,4,11,12,11,9,11,12,6,
1042,2011,강원,속초시,,,1,1,1,1,1,2,2,2,,2
1043,2011,강원,태백시,,,,,,1,,,1,,,
1044,2011,강원,삼척시,,1,,2,1,,1,4,5,3,2,
1045,2011,강원,홍천군,,,,,3,1,3,6,2,2,2,
1046,2011,강원,횡성군,,,,,,2,,,,1,,
1047,2011,강원,영월군,,,,,,,,,1,,,
1048,2011,강원,평창군,,,,,,2,2,2,2,1,1,
1049,2011,강원,정선군,,,,,,,1,,2,1,,
1050,2011,강원,철원군,,,,,1,4,1,1,2,2,,
1051,2011,강원,화천군,,,,1,2,2,2,1,,,,
1052,2011,강원,양구군,,,,,,1,2,1,1,2,1,
1053,2011,강원,인제군,,,1,,,,,,,,,
1054,2011,강원,고성군,,,,,1,,,2,,,,
1055,2011,강원,양양군,,,,,,2,,,,1,,
1056,2011,충북,청주시,1,3,3,34,41,25,23,41,52,64,30,25
1057,2011,충북,충주시,,,1,6,19,13,11,11,25,31,1,9
1058,2011,충북,제천시,2,1,,3,5,5,2,4,6,8,2,2
1059,2011,충북,청원군,,,,3,8,3,2,3,6,7,3,2
1060,2011,충북,보은군,,,,,,1,,1,3,2,,
1061,2011,충북,옥천군,,,,1,1,2,2,5,2,1,,1
1062,2011,충북,영동군,,,,2,2,1,1,3,2,2,1,
1063,2011,충북,진천군,,,,1,1,3,1,2,,3,2,
1064,2011,충북,괴산군,,,,,2,2,1,,1,,,
1065,2011,충북,음성군,,,,1,2,1,,4,5,6,2,1
1066,2011,충북,단양군,,,,1,1,1,,2,1,,,
1067,2011,충북,증평군,,1,1,,1,6,1,2,5,7,2,
1068,2011,충남,천안시,2,,1,15,9,13,8,8,11,20,12,5
1069,2011,충남,아산시,,,,2,7,3,2,6,1,4,1,2
1070,2011,충남,보령시,,,,1,5,1,4,3,6,4,5,1
1071,2011,충남,공주시,2,,,3,3,6,2,1,4,3,,1
1072,2011,충남,서산시,1,,1,3,8,4,1,1,3,3,1,
1073,2011,충남,금산군,,,,2,7,1,1,2,2,1,1,1
1074,2011,충남,태안군,,,,,1,,1,,,2,,1
1075,2011,충남,연기군,,,,2,7,4,2,,5,3,1,1
1076,2011,충남,논산시,1,1,,1,3,4,3,5,8,8,3,
1077,2011,충남,부여군,1,,,1,4,1,4,4,4,,,
1078,2011,충남,서천군,1,1,,3,3,7,2,2,7,8,,
1079,2011,충남,청양군,,,,,2,,4,1,2,2,,
1080,2011,충남,홍성군,1,,,,4,1,2,2,2,6,3,1
1081,2011,충남,예산군,,,,3,2,2,4,,8,4,1,
1082,2011,충남,당진시,1,,1,1,2,,2,2,1,4,1,
1083,2011,충남,계룡시,,,,1,,,2,2,,2,,
1084,2011,전북,전주시,5,4,2,27,37,24,24,27,41,42,20,14
1085,2011,전북,군산시,1,,,22,22,16,17,12,16,22,10,3
1086,2011,전북,정읍시,,,,6,13,7,10,11,6,10,6,3
1087,2011,전북,남원시,1,,,3,7,8,5,6,3,8,1,
1088,2011,전북,김제시,,1,,4,7,3,1,3,6,2,,
1089,2011,전북,완주군,,,,2,,1,2,5,5,2,2,1
1090,2011,전북,진안군,,,,,,,1,,,1,,
1091,2011,전북,무주군,,,,,2,,,1,,,,
1092,2011,전북,장수군,,,,,1,,,,,2,,
1093,2011,전북,임실군,,,,1,,1,,2,,1,,
1094,2011,전북,순창군,,,,1,,2,2,1,2,1,,
1095,2011,전북,고창군,,,,1,1,1,1,,3,2,,
1096,2011,전북,부안군,,,,1,,3,,3,1,5,3,
1097,2011,전북,익산시,2,1,,8,24,9,10,12,11,22,10,2
1098,2011,전남,목포시,,,1,9,11,6,12,12,9,13,3,5
1099,2011,전남,여수시,1,,1,2,2,2,3,5,6,6,4,1
1100,2011,전남,순천시,1,,,5,3,9,8,10,12,11,9,5
1101,2011,전남,나주시,,,,1,1,4,4,4,5,4,3,1
1102,2011,전남,광양시,,,,2,5,4,4,3,5,9,1,
1103,2011,전남,담양군,,,,2,2,4,4,,3,6,3,
1104,2011,전남,곡성군,,,,,1,2,,1,3,,2,
1105,2011,전남,구례군,,,1,,3,,1,2,,5,,
1106,2011,전남,고흥군,,,,,6,,2,,1,1,,
1107,2011,전남,보성군,,,,,,,2,,1,1,1,
1108,2011,전남,화순군,,2,,2,2,2,1,1,2,4,1,
1109,2011,전남,장흥군,,,,,,2,1,2,2,4,,
1110,2011,전남,강진군,,,1,1,1,2,3,1,2,5,,
1111,2011,전남,해남군,,,,,1,1,2,1,1,1,,
1112,2011,전남,영암군,,,,2,1,,1,4,5,8,3,2
1113,2011,전남,무안군,,,,1,1,,,1,2,1,2,
1114,2011,전남,함평군,,,,,,1,1,1,,2,1,
1115,2011,전남,영광군,,,,,2,1,1,2,4,3,1,
1116,2011,전남,장성군,,,,,1,1,1,1,4,2,1,
1117,2011,전남,완도군,1,,,,,,,,2,1,1,
1118,2011,전남,진도군,,,,,1,,1,,2,,1,
1119,2011,전남,신안군,,,,,,,,,1,,,
1120,2011,경북,포항시,4,1,5,16,26,17,14,27,31,31,20,13
1121,2011,경북,경주시,1,,,6,18,10,14,13,21,24,16,6
1122,2011,경북,김천시,,,,,4,5,6,5,7,9,6,1
1123,2011,경북,안동시,1,1,1,2,7,5,9,5,7,12,5,1
1124,2011,경북,구미시,2,,,22,23,10,15,16,35,35,14,13
1125,2011,경북,영주시,2,,,2,7,5,7,7,14,6,2,4
1126,2011,경북,영천시,1,,,1,6,2,3,6,9,5,4,
1127,2011,경북,문경시,,,1,,4,5,3,4,3,6,3,
1128,2011,경북,상주시,,,1,5,7,7,8,6,5,5,1,7
1129,2011,경북,군위군,,,,1,,,1,,2,1,,
1130,2011,경북,의성군,,,,,2,1,2,1,6,1,,
1131,2011,경북,청송군,,,,,1,1,,1,1,2,,
1132,2011,경북,영양군,,,,,,,1,1,2,,,
1133,2011,경북,영덕군,,,,,2,1,2,2,4,2,1,
1134,2011,경북,청도군,,,,,1,,3,2,1,1,1,
1135,2011,경북,고령군,,,,,3,1,2,,1,3,,
1136,2011,경북,성주군,,,,,2,1,1,3,1,2,1,
1137,2011,경북,칠곡군,1,,,1,2,5,1,3,5,4,4,2
1138,2011,경북,예천군,,,,,2,1,,,2,3,,
1139,2011,경북,봉화군,,,,,1,1,,3,1,,1,
1140,2011,경북,울진군,,,,2,1,1,3,1,3,1,3,
1141,2011,경북,울릉군,,,,,,,,,,,,
1142,2011,경북,경산시,1,1,3,10,9,4,4,10,22,17,5,2
1143,2011,경남,마산시,,,,2,3,4,1,3,3,3,2,
1144,2011,경남,진주시,1,3,1,5,18,18,5,9,11,17,8,1
1145,2011,경남,창원시,,,,15,6,,1,2,6,6,3,
1146,2011,경남,진해시,,,,2,,1,,1,1,1,,
1147,2011,경남,통영시,,,1,2,4,2,3,1,6,5,2,1
1148,2011,경남,김해시,,1,3,7,15,5,13,9,16,13,7,6
1149,2011,경남,밀양시,,,1,1,3,6,4,4,2,8,1,
1150,2011,경남,거제시,1,,1,14,3,1,2,7,9,10,3,4
1151,2011,경남,의령군,,,,,2,4,3,,1,1,1,
1152,2011,경남,함안군,,,,4,1,3,4,4,3,2,2,
1153,2011,경남,창녕군,,,,,,2,2,,2,4,2,
1154,2011,경남,양산시,1,1,,5,13,7,9,10,11,10,3,3
1155,2011,경남,고성군,,,,,2,2,2,2,2,2,,1
1156,2011,경남,사천시,,,,6,5,5,3,9,10,7,2,2
1157,2011,경남,남해군,,,,,1,,1,1,,1,,
1158,2011,경남,하동군,,,,,1,,1,,1,,,1
1159,2011,경남,산청군,,,,,,1,,,,1,1,
1160,2011,경남,함양군,,,,,2,1,,4,,1,,
1161,2011,경남,거창군,,,1,2,1,3,4,7,4,4,1,2
1162,2011,경남,합천군,,,1,,3,2,,,2,,,
1163,2011,경남,창원시(통합),7,1,2,32,42,23,28,23,44,48,34,17
1164,2011,제주,제주시,1,1,4,9,20,7,15,21,20,23,14,3
1165,2011,제주,서귀포시,,,,2,3,4,4,6,3,2,2,
1166,2012,서울,종로구,1,2,,5,8,4,5,5,7,7,8,1
1167,2012,서울,중구,3,,1,,5,3,3,3,1,2,6,3
1168,2012,서울,용산구,4,1,1,5,2,8,2,7,3,8,6,4
1169,2012,서울,성동구,,1,2,2,12,10,6,8,19,13,8,10
1170,2012,서울,동대문구,6,,9,13,25,19,11,19,24,22,26,10
1171,2012,서울,성북구,5,2,2,6,12,6,7,18,14,16,18,5
