acinum,year,loc1,loc2,time02,time04,time06,time08,time10,time12,time14,time16,time18,time20,time22,22~24
1554,2013,전북,진안군,,,,1,1,,,1,2,,2,
1555,2013,전북,무주군,,,,,,,,,,,,
1556,2013,전북,장수군,,,,,,1,,,,,,
1557,2013,전북,임실군,,,,,2,1,1,,1,,,
1558,2013,전북,순창군,,1,,,2,,1,,1,2,1,
1559,2013,전북,고창군,,,,,,,,1,2,2,,
1560,2013,전북,부안군,,,,1,2,2,4,2,4,2,,
1561,2013,전북,익산시,2,1,2,7,20,13,12,15,25,17,6,1
1562,2013,전남,목포시,,,1,4,12,8,6,5,15,18,10,4
1563,2013,전남,여수시,,,,1,2,2,3,5,5,3,2,4
1564,2013,전남,순천시,,,,7,11,10,11,10,11,15,11,3
1565,2013,전남,나주시,1,,,5,8,2,5,5,4,2,3,
1566,2013,전남,광양시,,,,3,3,,5,5,8,7,4,
1567,2013,전남,담양군,,,,2,2,1,1,3,5,1,1,1
1568,2013,전남,곡성군,,,,,2,,1,1,4,1,,1
1569,2013,전남,구례군,,,,,1,1,,,1,2,,
1570,2013,전남,고흥군,,,,,3,1,2,2,,,1,
1571,2013,전남,보성군,,,,1,1,1,,1,,4,,
1572,2013,전남,화순군,,,,2,2,,,1,1,5,1,
1573,2013,전남,장흥군,,1,,,3,1,2,,1,1,,1
1574,2013,전남,강진군,,,,1,3,,2,,2,,,1
1575,2013,전남,해남군,,,1,,3,2,1,,1,1,,1
1576,2013,전남,영암군,,,1,4,3,1,3,1,,6,1,1
1577,2013,전남,무안군,,,,,,,1,2,1,3,,
1578,2013,전남,함평군,,,,,,,2,2,,,,1
1579,2013,전남,영광군,,,,,1,1,,1,2,1,1,
1580,2013,전남,장성군,,,1,,,1,3,4,1,3,1,
1581,2013,전남,완도군,,,,1,1,,,,1,1,1,
1582,2013,전남,진도군,,,,,,1,,,1,,,
1583,2013,전남,신안군,,,,,,1,,,,1,1,1
1584,2013,경북,포항시,2,1,7,14,31,28,20,23,33,26,18,11
1585,2013,경북,경주시,2,,1,12,24,22,12,23,22,23,17,9
1586,2013,경북,김천시,,,,6,5,5,2,5,5,5,3,5
1587,2013,경북,안동시,1,,2,2,8,10,8,7,6,9,3,
1588,2013,경북,구미시,2,4,2,10,20,9,9,14,25,22,14,6
1589,2013,경북,영주시,,,,2,5,7,5,3,9,10,5,1
1590,2013,경북,영천시,,,,1,3,2,5,5,7,4,,2
1591,2013,경북,문경시,,,,1,5,3,4,1,7,2,,2
1592,2013,경북,상주시,1,,,6,12,9,10,13,15,12,4,3
1593,2013,경북,군위군,,,,1,,2,1,,,2,,
1594,2013,경북,의성군,,,1,1,1,,2,2,1,3,,
1595,2013,경북,청송군,,,,,,,,,,,,
1596,2013,경북,영양군,,,,,,2,1,,1,1,,
1597,2013,경북,영덕군,,,,1,1,2,4,2,3,3,5,
1598,2013,경북,청도군,,,,,,,,2,,1,1,1
1599,2013,경북,고령군,,,,2,,1,1,2,1,,2,
1600,2013,경북,성주군,,,,1,1,4,,2,5,5,1,
1601,2013,경북,칠곡군,2,,,2,6,2,3,4,1,5,4,1
1602,2013,경북,예천군,,,,,,1,,1,2,1,,
1603,2013,경북,봉화군,,,,,,,,1,3,1,1,
1604,2013,경북,울진군,,,,2,,,,3,3,2,2,
1605,2013,경북,경산시,5,,3,13,7,8,11,17,12,13,4,10
1606,2013,경남,진주시,,3,,6,12,9,12,14,15,14,9,5
1607,2013,경남,통영시,,2,,3,5,2,3,5,5,5,2,1
1608,2013,경남,김해시,1,1,2,9,11,7,11,11,16,20,7,6
1609,2013,경남,밀양시,,,,4,4,4,1,2,5,5,4,
1610,2013,경남,거제시,2,2,,12,3,5,1,,12,13,6,6
1611,2013,경남,의령군,,,,2,,1,2,,,,1,
1612,2013,경남,함안군,,,,,3,1,2,5,1,2,2,1
1613,2013,경남,창녕군,,,,1,2,1,,2,1,1,2,1
1614,2013,경남,양산시,1,,2,8,5,5,10,8,14,10,2,
1615,2013,경남,고성군,,,,1,3,1,1,1,,3,1,
1616,2013,경남,사천시,,,,1,4,4,7,2,3,6,3,2
1617,2013,경남,남해군,,,,,,,,1,,,,
1618,2013,경남,하동군,,,,1,,,,,3,1,,
1619,2013,경남,산청군,,,,,,,,,1,,,
1620,2013,경남,함양군,,,,3,2,2,,1,,1,,1
1621,2013,경남,거창군,,,,1,1,3,,2,2,5,1,
1622,2013,경남,합천군,,,,1,1,1,1,1,2,2,,
1623,2013,경남,창원시(통합),7,1,7,34,38,26,20,28,33,43,29,16
1624,2013,제주,제주시,2,2,,9,12,16,21,25,19,25,14,5
1625,2013,제주,서귀포시,,,,3,1,4,7,6,7,2,2,1
1626,2014,서울,종로구,3,1,2,7,6,5,1,5,6,8,6,3
1627,2014,서울,중구,2,2,1,5,1,4,,4,2,4,3,3
1628,2014,서울,용산구,2,1,,9,11,8,7,13,14,8,8,3
1629,2014,서울,성동구,4,,3,8,22,16,13,17,25,18,13,5
1630,2014,서울,동대문구,5,1,4,13,38,20,17,23,38,37,28,14
1631,2014,서울,성북구,1,,4,6,15,8,6,15,13,19,14,16
1632,2014,서울,도봉구,3,,3,10,20,12,9,8,22,16,17,6
1633,2014,서울,은평구,4,1,6,7,15,10,11,12,22,28,9,10
1634,2014,서울,서대문구,2,1,,1,8,7,9,8,6,8,8,3
1635,2014,서울,마포구,4,2,2,6,17,10,15,18,16,16,18,11
1636,2014,서울,강서구,3,,7,17,26,18,22,26,26,26,18,14
1637,2014,서울,구로구,2,1,5,13,15,10,14,26,20,30,24,20
1638,2014,서울,영등포구,5,3,5,11,28,32,25,38,52,39,46,37
1639,2014,서울,동작구,5,2,6,3,15,12,10,18,18,11,16,10
1640,2014,서울,관악구,5,1,3,7,11,10,13,10,20,17,9,8
1641,2014,서울,강남구,6,4,4,7,24,12,16,19,31,21,14,16
1642,2014,서울,강동구,10,6,5,15,30,22,23,23,34,31,20,12
1643,2014,서울,송파구,12,4,13,34,42,33,29,39,72,65,40,42
1644,2014,서울,서초구,4,6,3,6,10,12,6,7,12,16,14,13
1645,2014,서울,양천구,6,1,6,19,31,18,19,17,32,25,25,17
1646,2014,서울,중랑구,6,1,4,13,32,17,20,32,29,31,25,14
1647,2014,서울,노원구,3,4,7,20,22,21,16,18,29,26,21,9
1648,2014,서울,광진구,7,1,3,13,18,24,19,25,28,27,20,21
1649,2014,서울,강북구,2,4,6,5,17,14,16,9,12,13,19,8
1650,2014,서울,금천구,3,,3,9,10,7,8,8,15,12,11,5
1651,2014,부산,중구,1,,,1,1,2,1,1,2,3,,2
1652,2014,부산,서구,,,1,1,4,3,1,,4,3,2,1
1653,2014,부산,동구,,2,1,2,3,1,,3,1,3,1,1
1654,2014,부산,영도구,,,,,1,,1,,,,1,1
1655,2014,부산,진구,1,,2,,3,6,4,4,7,5,4,5
1656,2014,부산,동래구,1,1,2,6,2,11,9,5,14,6,14,5
1657,2014,부산,남구,,,2,3,5,9,1,6,13,3,8,7
1658,2014,부산,북구,,,1,,4,3,6,5,7,1,2,3
1659,2014,부산,해운대구,1,3,3,7,9,5,9,7,15,7,13,5
1660,2014,부산,사하구,,,2,4,1,5,2,7,6,8,2,3
1661,2014,부산,금정구,,,,3,7,1,5,9,7,10,5,2
1662,2014,부산,강서구,,,,7,6,5,2,3,3,6,3,2
1663,2014,부산,연제구,1,,1,2,4,1,5,6,8,2,8,3
1664,2014,부산,수영구,4,,3,4,4,4,1,9,11,5,10,6
1665,2014,부산,사상구,1,,1,6,7,6,4,6,10,10,4,2
1666,2014,부산,기장군,,,,,1,2,1,1,1,2,,1
1667,2014,대구,중구,4,1,1,8,13,10,14,18,15,12,11,5
1668,2014,대구,동구,4,2,2,16,31,18,12,28,31,36,18,7
1669,2014,대구,서구,1,2,3,19,26,10,20,19,27,21,16,12
1670,2014,대구,남구,4,,3,7,10,6,8,10,14,11,12,7
1671,2014,대구,북구,8,1,10,36,48,22,31,39,51,42,39,8
1672,2014,대구,수성구,5,1,3,16,33,25,25,23,36,33,32,11
1673,2014,대구,달서구,10,,3,28,54,23,26,45,67,50,32,26
1674,2014,대구,달성군,,,1,5,9,6,9,11,17,10,10,8
1675,2014,인천,중구,,,,1,3,4,2,4,4,4,2,2
1676,2014,인천,동구,,,,1,3,,,2,,2,3,
1677,2014,인천,남구,3,2,2,2,7,9,4,8,5,8,8,5
1678,2014,인천,부평구,3,2,4,18,21,15,15,22,19,19,14,5
1679,2014,인천,남동구,1,,2,15,24,8,7,13,20,14,19,6
1680,2014,인천,서구,,1,2,7,8,4,14,8,13,24,11,2
1681,2014,인천,연수구,1,,1,8,5,5,8,11,11,7,6,5
1682,2014,인천,계양구,1,,,9,10,11,5,15,14,16,6,5
1683,2014,인천,강화군,,,,,,2,2,2,1,3,,
1684,2014,인천,옹진군,,,,,,,1,,,,,
1685,2014,광주,동구,,,1,,8,8,7,3,4,9,3,4
1686,2014,광주,서구,,,4,12,12,6,6,7,16,21,4,6
1687,2014,광주,북구,4,1,4,12,19,10,8,16,30,15,13,9
1688,2014,광주,광산구,2,2,4,9,14,9,13,20,28,34,15,15
1689,2014,광주,남구,,,3,8,8,5,7,7,14,10,3,3
1690,2014,대전,동구,2,1,1,5,12,5,5,4,9,11,7,1
1691,2014,대전,중구,,,4,13,15,13,13,20,18,13,9,6
1692,2014,대전,서구,2,6,3,8,15,12,12,13,23,18,13,20
1693,2014,대전,유성구,3,,1,4,6,6,8,5,6,22,6,6
1694,2014,대전,대덕구,,1,,5,11,4,4,5,13,6,3,1
1695,2014,울산,중구,2,,3,8,9,8,6,9,10,8,10,5
1696,2014,울산,남구,3,1,3,10,9,5,9,20,20,19,14,4
1697,2014,울산,동구,,,2,8,2,4,2,3,8,2,3,4
1698,2014,울산,북구,2,1,4,9,7,5,6,11,12,10,4,4
1699,2014,울산,울주군,1,,1,5,6,3,3,4,5,1,1,1
1700,2014,세종,세종,,,,,3,2,5,1,3,5,,5
1701,2014,경기,수원시,7,3,11,32,46,30,34,49,48,61,35,29
1702,2014,경기,성남시,6,2,5,8,27,10,11,17,19,29,18,13
1703,2014,경기,의정부시,4,1,5,7,16,12,12,16,23,21,13,10
1704,2014,경기,안양시,4,3,5,19,30,22,19,28,36,34,22,13
1705,2014,경기,부천시,10,3,6,26,44,29,21,35,47,59,40,21
1706,2014,경기,안산시,7,3,9,36,38,18,17,35,48,55,30,17
1707,2014,경기,평택시,1,,1,16,5,15,6,12,12,17,12,3
1708,2014,경기,광명시,3,,2,7,8,5,12,5,8,11,3,8
1709,2014,경기,구리시,,,,7,10,9,3,5,14,11,9,5
1710,2014,경기,양주시,1,,1,3,4,3,4,4,7,4,3,1
1711,2014,경기,여주시,,,,1,2,2,2,5,5,4,5,
1712,2014,경기,화성시,3,1,3,12,9,5,11,5,9,11,9,3
1713,2014,경기,시흥시,,,3,17,17,9,7,14,15,16,12,9
1714,2014,경기,파주시,,,2,7,9,5,5,13,18,9,8,
1715,2014,경기,고양시,8,,5,16,45,33,49,45,62,56,25,35
1716,2014,경기,광주시,1,,1,4,6,6,3,4,6,11,2,
1717,2014,경기,연천군,,,,1,1,,3,2,4,2,,
1718,2014,경기,포천시,1,,1,2,6,4,5,6,6,7,3,1
1719,2014,경기,가평군,,,,2,1,6,5,3,3,3,2,1
1720,2014,경기,양평군,,,,1,3,4,3,4,,1,2,
1721,2014,경기,이천시,1,,,1,1,2,1,4,3,6,2,
1722,2014,경기,용인시,5,,2,9,17,18,15,14,27,33,16,9
1723,2014,경기,안성시,,,1,2,7,6,3,1,10,10,3,3
1724,2014,경기,김포시,,,,6,8,3,10,12,13,13,2,6
1725,2014,경기,동두천시,1,,,2,6,2,2,7,7,11,3,
1726,2014,경기,과천시,,,,,4,2,2,3,1,4,,3
1727,2014,경기,군포시,1,,2,2,3,6,5,5,10,7,8,
1728,2014,경기,남양주시,2,1,3,9,10,11,10,24,27,26,11,4
1729,2014,경기,오산시,1,,2,7,5,4,4,6,6,13,7,2
1730,2014,경기,의왕시,,1,,3,9,3,1,6,5,6,2,1
1731,2014,경기,하남시,,,1,5,5,8,4,12,13,13,6,9
1732,2014,강원,춘천시,4,1,1,3,17,11,9,12,19,15,7,6
1733,2014,강원,원주시,,2,1,8,13,15,16,20,23,12,13,3
1734,2014,강원,동해시,,,1,,3,1,4,5,4,4,,2
1735,2014,강원,강릉시,1,,4,5,12,10,12,4,16,16,7,2
1736,2014,강원,속초시,,1,,1,3,3,5,1,9,4,3,1
1737,2014,강원,태백시,,,,,,,1,1,1,,1,
1738,2014,강원,삼척시,1,,,2,6,3,5,2,9,4,5,
1739,2014,강원,홍천군,,,,,1,1,1,3,4,3,1,
1740,2014,강원,횡성군,,,,,1,,,1,1,,,
1741,2014,강원,영월군,,,,,,2,,,,,1,
1742,2014,강원,평창군,,,,,,,,1,1,1,,
1743,2014,강원,정선군,,,,,1,1,1,,1,,,
1744,2014,강원,철원군,,,,,2,,,2,3,2,1,2
1745,2014,강원,화천군,,,,,,,,1,3,1,,
1746,2014,강원,양구군,,,,,,,1,2,3,,,
1747,2014,강원,인제군,,,,,,1,,1,,,1,
1748,2014,강원,고성군,,,,,,,1,,,,,
1749,2014,강원,양양군,,,,,,1,,,,,1,
1750,2014,충북,청주시,3,2,4,21,45,30,31,36,52,54,24,22
1751,2014,충북,충주시,,,,5,9,8,11,12,14,13,16,6
1752,2014,충북,제천시,,,,4,4,4,9,5,10,9,1,3
1753,2014,충북,청원군,,,,1,,3,2,1,1,2,1,
1754,2014,충북,보은군,,,,,,2,,3,3,,,
1755,2014,충북,옥천군,,,,,2,3,1,3,2,3,1,1
1756,2014,충북,영동군,,,,2,3,2,3,1,,2,1,
1757,2014,충북,진천군,,,,1,,2,2,3,,3,3,
1758,2014,충북,괴산군,,,,1,,1,1,,2,2,,
1759,2014,충북,음성군,,,,1,3,1,2,3,,6,2,
1760,2014,충북,단양군,,,,,,,,,1,1,,
1761,2014,충북,증평군,,,,1,2,,1,3,4,6,,
1762,2014,충남,천안시,2,2,3,9,7,3,8,5,17,11,12,9
1763,2014,충남,아산시,2,,1,2,,3,3,1,4,2,,2
1764,2014,충남,보령시,,,,1,3,2,1,1,5,1,1,2
1765,2014,충남,공주시,,,,2,2,3,3,4,4,5,,1
1766,2014,충남,서산시,1,1,,3,8,3,7,6,12,8,5,4
1767,2014,충남,금산군,,,,3,,,3,1,3,,,
1768,2014,충남,태안군,,,,,1,,,,2,2,1,
1769,2014,충남,연기군,,,,,,,,,,,,
1770,2014,충남,논산시,,,,2,2,3,4,7,10,13,4,1
1771,2014,충남,부여군,,,,1,3,4,4,6,7,4,2,2
1772,2014,충남,서천군,,,,3,6,1,3,4,2,6,2,
1773,2014,충남,청양군,,,,,3,1,1,1,3,,,
1774,2014,충남,홍성군,,,,1,6,4,,2,2,4,4,
1775,2014,충남,예산군,,,2,,7,2,,5,3,,2,
1776,2014,충남,당진시,,,,1,2,1,,5,5,3,1,
1777,2014,충남,계룡시,,,,,,,,,1,,1,
1778,2014,전북,전주시,4,1,3,13,18,16,22,21,47,30,30,18
1779,2014,전북,군산시,1,1,2,16,24,28,25,24,30,27,14,3
1780,2014,전북,정읍시,,,,3,7,6,5,10,10,13,8,3
1781,2014,전북,남원시,,,1,2,6,7,4,4,6,10,4,3
1782,2014,전북,김제시,,,,2,6,3,3,3,8,10,4,
1783,2014,전북,완주군,,,,1,2,3,2,3,4,3,4,
1784,2014,전북,진안군,,,,,1,1,,,2,,,
1785,2014,전북,무주군,1,,,,1,,,,,,,
1786,2014,전북,장수군,,,,,,,,,2,,1,
1787,2014,전북,임실군,,,,1,,,1,,1,1,,
1788,2014,전북,순창군,,,,1,2,1,2,,,1,1,
1789,2014,전북,고창군,,,,,4,1,,1,3,1,,
1790,2014,전북,부안군,,,,2,5,1,1,2,3,2,1,1
1791,2014,전북,익산시,,1,,17,19,14,18,18,14,24,10,3
1792,2014,전남,목포시,1,1,1,12,14,6,10,9,12,20,8,1
1793,2014,전남,여수시,1,,1,,4,5,2,7,6,7,7,
1794,2014,전남,순천시,,3,,6,10,9,9,13,16,11,6,8
1795,2014,전남,나주시,,,,5,3,2,5,5,8,,2,1
1796,2014,전남,광양시,1,,,4,8,2,4,2,8,4,2,3
1797,2014,전남,담양군,,,1,,1,2,2,2,5,2,,1
1798,2014,전남,곡성군,,,,1,1,,3,5,,2,,1
1799,2014,전남,구례군,,,,1,,1,2,2,1,1,1,
1800,2014,전남,고흥군,,,,,,2,,1,4,1,1,1
1801,2014,전남,보성군,,,,,,4,1,3,2,,1,
1802,2014,전남,화순군,,,,,1,5,1,,3,3,1,2
1803,2014,전남,장흥군,,,,2,,7,,4,,2,1,
1804,2014,전남,강진군,,,,1,1,1,1,1,,1,,1
1805,2014,전남,해남군,,,,,2,1,,1,,,,
1806,2014,전남,영암군,,,,8,,3,1,,4,11,2,4
1807,2014,전남,무안군,,,1,1,5,,,1,5,2,,
1808,2014,전남,함평군,,,,,,,1,2,1,2,,
1809,2014,전남,영광군,,,,,,3,1,4,2,1,1,2
1810,2014,전남,장성군,,,,,3,2,2,1,1,2,,
1811,2014,전남,완도군,,,,,,,1,,3,2,,
1812,2014,전남,진도군,,,,,,,,1,3,2,,
1813,2014,전남,신안군,,,,,,,,,2,,,
1814,2014,경북,포항시,4,2,3,18,30,28,24,32,36,28,17,14
1815,2014,경북,경주시,3,,2,12,25,15,12,16,19,17,19,12
1816,2014,경북,김천시,1,,2,3,9,7,8,4,6,6,6,1
1817,2014,경북,안동시,3,,,5,5,10,5,6,12,8,2,3
1818,2014,경북,구미시,5,3,3,15,22,19,8,19,31,26,18,11
1819,2014,경북,영주시,,,,4,9,7,10,7,12,9,6,
1820,2014,경북,영천시,1,,,,4,3,5,5,3,2,3,
1821,2014,경북,문경시,,,,4,3,3,5,3,5,3,2,1
1822,2014,경북,상주시,1,,1,7,12,10,8,13,12,10,3,2
1823,2014,경북,군위군,,,,,1,,1,1,2,1,,
1824,2014,경북,의성군,,,1,1,1,1,2,,3,3,2,
1825,2014,경북,청송군,,,,,,,,,2,,,
1826,2014,경북,영양군,,,,,1,,1,,,,,
1827,2014,경북,영덕군,,,,,3,2,3,4,,9,1,
1828,2014,경북,청도군,,,,1,,,3,1,2,4,,
1829,2014,경북,고령군,,,,,,1,1,1,4,1,1,1
1830,2014,경북,성주군,,1,,1,1,,5,3,4,4,1,2
1831,2014,경북,칠곡군,,,1,2,4,8,6,4,5,8,2,
1832,2014,경북,예천군,,,,,1,,,2,1,2,,
1833,2014,경북,봉화군,,,,1,,,2,1,2,,,
1834,2014,경북,울진군,,,1,1,2,2,,2,3,1,,
1835,2014,경북,경산시,,,3,11,12,15,10,18,17,17,9,8
1836,2014,경남,진주시,1,,,5,11,13,14,7,15,17,13,6
1837,2014,경남,통영시,,,1,1,4,2,3,,5,4,1,1
1838,2014,경남,김해시,2,1,1,8,24,11,14,19,26,29,11,4
1839,2014,경남,밀양시,1,,,4,6,6,3,3,3,6,1,1
1840,2014,경남,거제시,7,,1,30,4,2,2,4,5,15,14,12
1841,2014,경남,의령군,,,,1,1,2,1,3,,1,,
1842,2014,경남,함안군,,,,,2,1,2,2,3,3,3,
1843,2014,경남,창녕군,,,,1,1,3,5,1,3,1,5,
1844,2014,경남,양산시,2,,2,5,7,8,7,9,15,15,4,3
1845,2014,경남,고성군,,,,1,2,,,2,,2,1,
1846,2014,경남,사천시,2,,1,,2,9,6,7,4,3,1,
1847,2014,경남,남해군,,,,,,1,,3,1,1,,
1848,2014,경남,하동군,,,,1,,1,1,,5,1,1,
1849,2014,경남,산청군,,,,,1,1,,1,3,1,,
1850,2014,경남,함양군,,,,,,3,1,2,2,5,2,
1851,2014,경남,거창군,,,,2,3,4,3,2,7,4,4,1
1852,2014,경남,합천군,,,,,1,,1,4,2,1,,
1853,2014,경남,창원시(통합),5,2,8,30,26,22,19,23,40,32,21,15
1854,2014,제주,제주시,1,1,,15,13,17,12,28,29,27,13,8
1855,2014,제주,서귀포시,1,,1,3,1,1,5,4,9,6,1,2
1856,2015,서울,종로구,1,,1,3,4,3,7,13,8,10,5,4
1857,2015,서울,중구,1,1,2,2,5,1,3,6,3,5,5,5
1858,2015,서울,용산구,1,,1,3,8,10,6,10,12,8,5,5
1859,2015,서울,성동구,6,1,1,8,17,12,12,17,24,30,20,11
1860,2015,서울,동대문구,10,4,3,19,25,29,22,27,45,22,28,19
1861,2015,서울,성북구,1,,3,8,14,9,15,11,17,20,11,14
1862,2015,서울,도봉구,1,1,2,16,13,10,11,12,13,17,12,7
1863,2015,서울,은평구,4,3,2,8,13,12,12,15,19,28,11,12
1864,2015,서울,서대문구,2,1,2,6,6,4,7,10,12,10,4,7
1865,2015,서울,마포구,6,3,2,10,14,21,16,25,33,30,16,13
1866,2015,서울,강서구,5,2,4,11,28,20,17,31,34,26,17,16
1867,2015,서울,구로구,5,1,8,8,21,22,13,20,18,23,16,6
1868,2015,서울,영등포구,13,3,11,19,40,26,25,37,48,51,40,24
1869,2015,서울,동작구,2,3,4,5,16,10,14,9,16,24,13,15
1870,2015,서울,관악구,2,1,3,8,15,9,6,9,19,11,6,7
1871,2015,서울,강남구,7,3,2,7,23,10,15,26,30,22,15,20
1872,2015,서울,강동구,2,2,2,16,18,16,18,19,39,28,28,17
1873,2015,서울,송파구,13,4,10,43,55,35,35,43,61,46,42,35
1874,2015,서울,서초구,3,1,,6,13,10,7,9,14,19,10,10
1875,2015,서울,양천구,5,,7,12,23,22,14,28,29,23,13,11
1876,2015,서울,중랑구,6,5,6,16,27,19,17,20,33,28,36,11
1877,2015,서울,노원구,8,1,7,14,21,14,21,19,29,35,20,17
1878,2015,서울,광진구,7,2,5,11,28,15,17,20,27,19,16,16
1879,2015,서울,강북구,2,1,2,9,12,16,11,12,24,19,10,11
1880,2015,서울,금천구,3,1,1,3,10,6,4,7,10,6,14,7
1881,2015,부산,중구,,,1,1,1,,,,,3,,2
1882,2015,부산,서구,,,1,,1,2,3,2,2,4,1,
1883,2015,부산,동구,,,,2,3,5,,1,1,1,2,
1884,2015,부산,영도구,,,,1,1,1,3,2,3,,2,1
1885,2015,부산,진구,1,3,,4,3,6,9,4,6,4,3,3
1886,2015,부산,동래구,1,1,1,8,7,10,10,6,13,12,12,1
1887,2015,부산,남구,3,,,4,7,4,6,7,10,11,6,2
1888,2015,부산,북구,,,,1,3,6,2,3,3,2,3,3
1889,2015,부산,해운대구,1,,3,2,8,4,5,7,9,12,8,3
1890,2015,부산,사하구,2,1,,5,5,5,6,10,7,8,3,3
1891,2015,부산,금정구,3,,,2,4,6,4,6,7,9,3,5
1892,2015,부산,강서구,,,1,2,1,3,1,3,9,2,1,2
1893,2015,부산,연제구,1,1,,3,7,2,2,8,5,4,3,1
1894,2015,부산,수영구,2,1,2,4,1,5,8,11,11,8,11,8
1895,2015,부산,사상구,4,,1,6,9,8,6,4,9,4,2,3
1896,2015,부산,기장군,,,,,,4,1,4,3,,,
1897,2015,대구,중구,3,,,5,17,18,15,13,19,14,13,4
1898,2015,대구,동구,1,,1,13,18,17,19,31,36,41,17,8
1899,2015,대구,서구,,2,3,25,24,7,6,19,21,27,15,6
1900,2015,대구,남구,,,1,9,15,12,11,18,13,14,10,6
1901,2015,대구,북구,3,1,7,30,51,27,35,42,43,48,25,14
1902,2015,대구,수성구,7,4,1,12,26,23,27,33,37,36,21,21
1903,2015,대구,달서구,6,3,5,38,37,17,32,49,64,66,44,22
1904,2015,대구,달성군,2,1,2,7,4,11,6,14,17,9,14,3
1905,2015,인천,중구,,,1,3,4,2,,3,2,5,4,1
1906,2015,인천,동구,,,1,2,2,1,1,2,1,2,3,
1907,2015,인천,남구,3,1,3,7,3,6,8,5,9,10,4,4
1908,2015,인천,부평구,2,3,5,12,15,13,14,16,14,18,12,5
1909,2015,인천,남동구,3,1,5,12,18,11,11,16,17,15,19,5
1910,2015,인천,서구,,,1,12,11,7,5,5,14,19,14,3
1911,2015,인천,연수구,2,,3,9,10,8,9,11,13,8,7,1
1912,2015,인천,계양구,,1,1,13,14,9,15,12,16,15,6,5
1913,2015,인천,강화군,,,,,1,3,2,6,4,2,,
1914,2015,인천,옹진군,,,,1,,,,,1,,,
1915,2015,광주,동구,1,1,2,2,4,5,2,9,5,2,3,2
1916,2015,광주,서구,1,,3,9,8,10,4,12,13,10,5,1
1917,2015,광주,북구,2,1,1,5,25,9,13,12,16,21,6,13
1918,2015,광주,광산구,1,,4,4,15,7,12,10,26,19,13,3
1919,2015,광주,남구,1,1,,,6,3,4,6,10,9,3,1
1920,2015,대전,동구,1,,1,10,12,8,10,12,13,11,5,4
1921,2015,대전,중구,2,1,2,10,13,16,16,13,17,23,18,9
1922,2015,대전,서구,5,1,4,14,28,15,10,15,25,29,18,11
1923,2015,대전,유성구,1,,1,6,20,5,7,14,12,24,14,7
1924,2015,대전,대덕구,,2,,9,7,3,6,11,9,8,8,3
1925,2015,울산,중구,2,1,5,10,13,9,8,15,13,10,12,4
1926,2015,울산,남구,7,2,2,9,16,13,14,18,21,13,10,9
1927,2015,울산,동구,1,,2,11,,1,4,5,2,6,3,1
1928,2015,울산,북구,3,3,3,13,6,3,3,18,8,8,9,5
1929,2015,울산,울주군,1,1,,4,6,7,3,4,5,8,7,2
